case_id,task,task_id,strength,friction,misalignment,lf_success,hf_success,lf_placement,hf_placement,lf_peak_force,hf_peak_force,lf_wall_time,hf_wall_time,force_error,adequate
146,hdd,0,36.75160395722372,0.12419663902932174,0.0010439698373396818,1,1,1,1,37.29731056829522,0.0,0.33579069992993027,0.32472409994807094,3.7297310568295217,0
147,hdd,0,118.94826233585297,0.6816192174521513,0.002181518893576829,1,1,1,1,119.26958107270904,0.0,0.33521940000355244,0.3219041000120342,11.926958107270904,0
148,hdd,0,112.24308041622739,0.5580102223730103,0.0008538612057360352,1,1,1,1,112.74773880800817,0.0,0.4453110999893397,0.36093419999815524,11.274773880800817,0
149,hdd,0,100.79615213134097,0.627206165931687,0.0005435650941352657,1,1,1,1,101.07824547890485,0.0,0.32677719998173416,0.3318953000707552,10.107824547890484,0
150,hdd,0,116.98588314947327,0.26827032667347744,0.00515441124573065,1,1,1,1,117.53843430017534,0.0,0.37790590000804514,0.32574700005352497,11.753843430017534,0
151,hdd,0,95.94229071785917,0.43345265098641017,0.0034351057805631917,1,1,1,1,95.96614196441276,0.0,0.33754999993834645,0.4426904999418184,9.596614196441276,0
152,hdd,0,66.00665760681528,0.3462633585009302,0.002005757841377562,1,1,1,1,66.38065075329767,0.0,0.34080829995218664,0.3315091000404209,6.638065075329767,0
153,hdd,0,105.78786388596407,0.49766436931676317,0.0026361298598755988,1,1,1,1,105.83314960618776,0.0,0.3854274000041187,0.3275576999876648,10.583314960618775,0
154,hdd,0,106.35132518214729,0.29996353385746566,0.006357919540911799,1,1,1,1,106.51595971624955,0.0,0.33296250004787,0.3243633999954909,10.651595971624955,0
155,hdd,0,68.10007468513697,0.7588184559710943,0.004508250815741454,1,1,1,1,68.18746159593232,0.0,0.3545647000428289,0.39762260008137673,6.818746159593232,0
156,hdd,0,109.28385367002664,0.6681471769436238,0.0008158924162469129,1,1,1,1,109.83275856468792,0.0,0.340287399943918,0.3249445999972522,10.983275856468792,0
157,hdd,0,47.84194375683913,0.20705515910553862,0.00028975747707005964,1,1,1,1,47.88718686764727,0.0,0.34104730002582073,0.4103645000141114,4.788718686764727,0
158,hdd,0,79.24064148473957,0.4446223559245581,0.0074819225809684975,1,1,1,1,79.29741960939457,0.0,0.36750569997821003,0.40040390007197857,7.929741960939457,0
159,hdd,0,50.79633748432113,0.30151919872602406,0.0008423517094243848,1,1,1,1,51.3399133818818,0.0,0.36950050003360957,0.46022859995719045,5.13399133818818,0
